# ([0-9]*)\|([0-9]*)\|([^|]*)\|([0-9]*)
# update concejal set ge_id = \4 where municipio_id = \1 and provincia_id = \2;
 

132|49|MORERUELA DE LOS INFANZON|7419
146|49|PEGO (EL)|7431
151|49|PERDIGON (EL)|7436
158|49|PIÑERO (EL)|7442
187|49|SAN CRISTOBAL DE ENTREVIÑ|7470
194|49|SAN PEDRO DE LA NAVE-ALME|7477
199|49|SANTA COLOMBA DE LAS MONJ|7481
200|49|SANTA CRISTINA DE LA POLV|7482
22|50|ALMOLDA (LA)|5589
25|50|ALMUNIA DE DOÑA GODINA (L|5592
62|50|BURGO DE EBRO (EL)|5629
110|50|FRASNO (EL)|5675
132|50|JOYOSA (LA)|5695
182|50|MUELA (LA)|5744
219|50|PUEBLA DE ALFINDEN (LA)|5781
222|50|QUINTO DE EBRO|5784
234|50|SAN MARTIN DE LA VIRGEN D|5795
241|50|SAVIÑAN|5791
296|50|ZAIDA (LA)|5858
1|52|MELILLA|
